"id","full_name","age","gender","device_type","ad_position","browsing_history","time_of_day","click"
"1729","User1729","26","Female","Mobile","Top","","Afternoon","1"
"5439","User5439","","","","Side","Social Media","Afternoon","1"
"1253","User1253","","","Desktop","Bottom","Shopping","Morning","1"
"4057","User4057","","","Desktop","Side","Education","Evening","1"
"3561","User3561","37","","Desktop","Side","Social Media","Evening","1"
"1391","User1391","23","Female","","","Shopping","Afternoon","0"
"7152","User7152","32","","Tablet","Side","","Morning","1"
"7990","User7990","","","Desktop","Side","Social Media","Morning","0"
"669","User669","","Female","Desktop","Bottom","News","Afternoon","0"
"412","User412","","","Tablet","Top","News","Evening","1"
"1127","User1127","","","Desktop","Side","","","1"
"8190","User8190","26","","Mobile","Side","","Afternoon","1"
"3014","User3014","","","Mobile","Top","","","1"
"2211","User2211","46","","Mobile","Bottom","Social Media","Night","0"
"2173","User2173","52","Male","Mobile","Bottom","Shopping","Night","1"
"9425","User9425","56","Female","Tablet","","Social Media","Afternoon","0"
"2282","User2282","50","Female","Tablet","Top","","Evening","0"
"9367","User9367","21","Male","Mobile","","Social Media","","0"
"969","User969","","Male","","","Entertainment","","0"
"7720","User7720","46","Female","Tablet","Top","Social Media","Morning","0"
"1171","User1171","","Female","Mobile","Bottom","","","1"
"2249","User2249","","","Tablet","Bottom","","Evening","0"
"4836","User4836","55","","Tablet","Side","","Evening","1"
"3644","User3644","","Female","","Side","Entertainment","","1"
"3940","User3940","21","Female","","","","","0"
"5574","User5574","52","Female","Desktop","Bottom","","Afternoon","1"
"2405","User2405","","","Desktop","Bottom","","Morning","0"
"3558","User3558","38","","","","","Morning","0"
"1466","User1466","21","","","Side","Education","","0"
"6248","User6248","","Female","Mobile","Top","","Evening","1"
"8115","User8115","","Female","Mobile","Top","Social Media","Afternoon","1"
"2431","User2431","","Male","Desktop","Top","","Night","1"
"4144","User4144","","Male","Tablet","Bottom","","Morning","0"
"1762","User1762","41","Male","Desktop","Side","Entertainment","Afternoon","1"
"453","User453","","Female","","Top","Entertainment","","1"
"1706","User1706","","","Tablet","Bottom","","Night","1"
"7322","User7322","","","Desktop","Bottom","Social Media","","1"
"7647","User7647","","Male","Desktop","","News","Afternoon","1"
"6867","User6867","54","","Mobile","","News","","0"
"9419","User9419","64","","Mobile","Side","","Afternoon","1"
"6129","User6129","36","Male","Tablet","","Shopping","Evening","1"
"3430","User3430","61","Male","Desktop","Side","Social Media","Morning","1"
"6768","User6768","53","Male","Mobile","Side","Shopping","","0"
"5227","User5227","24","","Mobile","Top","Entertainment","Night","1"
"8530","User8530","52","Female","Mobile","Top","Social Media","Afternoon","1"
"9554","User9554","","Male","Tablet","Side","","Night","0"
"5531","User5531","34","Male","","Top","","Night","1"
"9558","User9558","","Male","Tablet","Side","News","Evening","0"
"9766","User9766","31","","Desktop","Bottom","Shopping","Evening","1"
"9949","User9949","39","","Desktop","Bottom","Social Media","","0"
"9953","User9953","","","Mobile","","Social Media","Night","0"
"6409","User6409","52","Male","","Top","","Night","1"
"9050","User9050","","Female","Desktop","Bottom","","Night","0"
"9174","User9174","49","","","","","Evening","0"
"1776","User1776","39","","Mobile","","","Morning","0"
"4228","User4228","","","Desktop","Side","","Morning","1"
"1612","User1612","40","","Mobile","Side","News","Evening","1"
"453","User453","","Female","Tablet","Top","Entertainment","","1"
"7376","User7376","21","Female","Mobile","Side","News","Morning","1"
"6854","User6854","32","Male","Mobile","Bottom","","Night","1"
"6462","User6462","","","Tablet","Side","Education","Evening","1"
"3266","User3266","","Male","Tablet","Top","News","Afternoon","1"
"6980","User6980","","","Desktop","Bottom","","Night","1"
"7266","User7266","","","Tablet","Bottom","Education","","1"
"6527","User6527","","","Desktop","Side","","Evening","0"
"3943","User3943","45","","","Side","Social Media","Afternoon","0"
"8196","User8196","","","Desktop","Bottom","Shopping","Evening","0"
"7420","User7420","44","Male","Mobile","Top","","Night","0"
"2946","User2946","37","Female","","Bottom","","Afternoon","1"
"5066","User5066","","","Mobile","Side","","Morning","1"
"2428","User2428","33","","Tablet","Side","","Morning","1"
"9967","User9967","","","Mobile","","Education","Evening","1"
"8049","User8049","","Male","Desktop","Top","Education","Evening","0"
"9617","User9617","63","","Tablet","Side","Shopping","Afternoon","1"
"6669","User6669","38","Female","Mobile","Side","","Night","1"
"7138","User7138","26","Male","Tablet","Top","Social Media","","1"
"1975","User1975","","Female","Mobile","Top","Social Media","","1"
"9572","User9572","38","","Mobile","Bottom","Social Media","Morning","1"
"9805","User9805","47","","","Bottom","","Evening","0"
"8018","User8018","","","Desktop","","","Night","1"
"4976","User4976","34","Female","","Bottom","Entertainment","Afternoon","1"
"5329","User5329","54","Male","Tablet","","Education","Evening","1"
"8147","User8147","32","Female","Desktop","","","Night","1"
"7507","User7507","","","","Top","Education","Afternoon","1"
"7154","User7154","44","","Desktop","","","Night","0"
"3371","User3371","25","Male","","","Education","Morning","0"
"6086","User6086","24","Male","Desktop","Bottom","","Morning","1"
"9753","User9753","46","Male","Tablet","Top","Entertainment","Night","1"
"3042","User3042","","","Mobile","Side","Social Media","Afternoon","1"
"6378","User6378","51","","Desktop","Bottom","","Evening","0"
"8114","User8114","","","Tablet","","","Afternoon","0"
"6724","User6724","37","Female","Desktop","Top","Entertainment","Evening","1"
"190","User190","","","Mobile","Top","Entertainment","Night","0"
"8018","User8018","","","Desktop","Side","","","1"
"1650","User1650","29","","Desktop","Bottom","","","1"
"4963","User4963","","","Desktop","Top","Social Media","Night","0"
"7268","User7268","28","Female","Desktop","Bottom","","Evening","1"
"7266","User7266","","","Tablet","","Education","Afternoon","1"
"6553","User6553","","","Desktop","Bottom","Education","Morning","1"
"998","User998","","","","Top","","","1"
"3042","User3042","","","","Side","Social Media","Afternoon","1"
"9418","User9418","20","Male","Tablet","Side","News","Night","1"
"680","User680","","Male","Mobile","Bottom","News","Night","0"
"985","User985","46","Male","Desktop","Top","Shopping","Afternoon","0"
"82","User82","","","Mobile","Side","","Evening","0"
"2137","User2137","","Male","Tablet","Side","News","","1"
"1126","User1126","31","","Tablet","Side","","","1"
"8144","User8144","64","","Tablet","Bottom","News","Morning","0"
"2150","User2150","39","","Mobile","Top","","Night","0"
"5082","User5082","44","","Mobile","","Shopping","Afternoon","1"
"9419","User9419","","","Mobile","Side","Social Media","Afternoon","1"
"4675","User4675","","Female","Tablet","Top","Education","Night","0"
"5860","User5860","","","","Bottom","Entertainment","","1"
"764","User764","","Male","Mobile","","","Morning","0"
"6576","User6576","62","Female","Desktop","Bottom","Entertainment","Morning","1"
"6457","User6457","51","Male","Desktop","Side","","Afternoon","0"
"1935","User1935","30","Female","Desktop","Bottom","Entertainment","Afternoon","1"
"3908","User3908","50","Female","Desktop","Bottom","","","1"
"1148","User1148","25","","Mobile","Bottom","","Afternoon","1"
"7516","User7516","","","Desktop","Side","Entertainment","Evening","0"
"3117","User3117","21","","Tablet","Bottom","","Afternoon","1"
"8373","User8373","29","Male","","Side","","Afternoon","1"
"2021","User2021","41","Male","Mobile","","Social Media","Night","1"
"3071","User3071","39","","Desktop","Top","","Evening","0"
"6573","User6573","55","","Desktop","Side","","Evening","1"
"2289","User2289","","Female","Desktop","Bottom","Shopping","Morning","1"
"9511","User9511","37","Female","Desktop","Side","News","Evening","0"
"2425","User2425","42","Male","Tablet","Top","Entertainment","Morning","0"
"250","User250","","","Mobile","Bottom","News","Afternoon","1"
"112","User112","","","Tablet","Top","","","0"
"6287","User6287","40","","Tablet","Bottom","","Morning","1"
"4034","User4034","43","","Desktop","Top","","Night","1"
"3375","User3375","52","","","Bottom","Education","Morning","1"
"6248","User6248","","Female","Mobile","","","Evening","1"
"7619","User7619","62","Male","","Side","News","Night","0"
"8373","User8373","","Male","","","Shopping","","1"
"5498","User5498","","Female","Tablet","Side","Education","","1"
"6683","User6683","","Female","Tablet","Side","","","1"
"9617","User9617","63","","Tablet","Side","","Afternoon","1"
"342","User342","28","","Mobile","Side","","","0"
"2309","User2309","","","Tablet","","","Night","1"
"992","User992","","","Desktop","Bottom","Education","Night","0"
"3180","User3180","","","Desktop","","","Morning","0"
"2044","User2044","31","","Mobile","Top","News","Evening","1"
"8115","User8115","20","Female","","Top","","Afternoon","1"
"8631","User8631","","Female","Desktop","Top","","Morning","1"
"3854","User3854","","","Tablet","Bottom","Social Media","Afternoon","1"
"9504","User9504","","Male","","Top","Shopping","Morning","1"
"9855","User9855","","Male","Desktop","","News","Morning","1"
"228","User228","46","","Mobile","Top","Social Media","Evening","1"
"4325","User4325","","Male","Tablet","Side","Shopping","Morning","0"
"4140","User4140","","","Mobile","Top","","","0"
"4848","User4848","","Female","Desktop","","","Night","1"
"3641","User3641","33","Female","","","","","1"
"5756","User5756","51","","Tablet","Top","Shopping","Afternoon","1"
"8493","User8493","","","Mobile","Side","","","0"
"9689","User9689","","","Desktop","Bottom","Entertainment","Afternoon","1"
"1253","User1253","36","","Desktop","Bottom","","Morning","1"
"5198","User5198","47","Male","Desktop","Bottom","Education","Night","1"
"5119","User5119","","","Desktop","Bottom","Entertainment","Morning","0"
"4742","User4742","31","Male","Desktop","Bottom","","Night","1"
"4836","User4836","55","","Tablet","Side","","Evening","1"
"9149","User9149","24","","Mobile","Side","Entertainment","Night","1"
"1926","User1926","50","Female","Mobile","Bottom","","Night","0"
"5818","User5818","","","Tablet","Top","Social Media","Night","1"
"1914","User1914","42","Male","Tablet","Bottom","","Night","1"
"1635","User1635","54","Female","Tablet","Top","News","Evening","1"
"7745","User7745","","Female","","Top","Education","Afternoon","0"
"3908","User3908","50","Female","Desktop","Bottom","","","1"
"1935","User1935","30","Female","Desktop","Bottom","","Afternoon","1"
"7941","User7941","41","","Desktop","Bottom","","Afternoon","1"
"1606","User1606","","Male","Mobile","","Education","Afternoon","0"
"5425","User5425","","","Mobile","Side","Entertainment","Afternoon","1"
"9090","User9090","41","Male","Desktop","Side","","","1"
"5301","User5301","","Male","Tablet","Side","","Night","1"
"3062","User3062","34","Male","Desktop","","Entertainment","Evening","1"
"6581","User6581","33","","Mobile","","News","","1"
"4697","User4697","","","Mobile","Side","Entertainment","Afternoon","1"
"8701","User8701","","Female","","Top","","Evening","0"
"7661","User7661","48","","Mobile","Side","News","Night","1"
"1253","User1253","36","Female","Desktop","Bottom","Shopping","","1"
"5324","User5324","","","Mobile","Top","Social Media","Night","1"
"3330","User3330","49","Male","Desktop","Top","News","Afternoon","1"
"8937","User8937","57","Male","Tablet","Side","","Afternoon","1"
"2913","User2913","57","","Mobile","Side","Social Media","","1"
"5105","User5105","64","Male","Tablet","Top","Entertainment","Morning","0"
"3641","User3641","33","Female","Tablet","Top","","Night","1"
"1704","User1704","61","Female","Tablet","Bottom","Shopping","","1"
"5623","User5623","53","","Desktop","Side","","Morning","1"
"9690","User9690","","","Tablet","Side","","Night","0"
"8916","User8916","","Male","Tablet","Bottom","Education","","0"
"6869","User6869","","","Desktop","Bottom","Shopping","Morning","0"
"9180","User9180","52","","Desktop","Bottom","Education","Night","0"
"8809","User8809","42","","","Side","Social Media","Morning","0"
"8726","User8726","62","","Desktop","Side","Education","Morning","1"
"9472","User9472","25","Male","Mobile","","Shopping","Evening","0"
"8972","User8972","","","Tablet","","","Night","0"
"7505","User7505","","","","Top","","Afternoon","0"
"6401","User6401","45","Female","Mobile","Side","Social Media","","1"
"9290","User9290","61","","Desktop","Bottom","Entertainment","","1"
"3333","User3333","30","Male","Tablet","","","Evening","1"
"1127","User1127","","","Desktop","Side","","Afternoon","1"
"6842","User6842","37","Female","Desktop","Side","Entertainment","Afternoon","0"
"3915","User3915","","Female","Desktop","Side","","Evening","1"
"5414","User5414","","Female","Desktop","Bottom","Entertainment","","1"
"2174","User2174","36","Female","Desktop","Bottom","Entertainment","Afternoon","1"
"4254","User4254","19","Male","Desktop","Bottom","","Afternoon","1"
"7670","User7670","","Female","Tablet","Top","Education","Night","1"
"412","User412","","Male","Tablet","Top","News","Evening","1"
"5574","User5574","52","","","Bottom","Shopping","","1"
"1905","User1905","62","","Mobile","Bottom","Education","Night","1"
"8071","User8071","","","","","","Morning","0"
"3037","User3037","36","Male","","","Shopping","Morning","1"
"8906","User8906","","Male","Desktop","Top","","Night","1"
"8965","User8965","25","Female","Mobile","Bottom","Social Media","Evening","1"
"4539","User4539","54","","Mobile","Bottom","","","1"
"6155","User6155","57","Female","Tablet","Top","News","","0"
"235","User235","55","","Mobile","Side","","Morning","0"
"5980","User5980","40","Female","Desktop","Side","","Morning","1"
"674","User674","","","Tablet","Side","Entertainment","Evening","1"
"9766","User9766","","Male","","Bottom","Shopping","Evening","1"
"9148","User9148","19","","Mobile","Bottom","","","0"
"1805","User1805","","Male","Mobile","","","Afternoon","1"
"1524","User1524","24","Male","Mobile","Bottom","","Night","1"
"7064","User7064","61","Male","Tablet","Side","","Night","0"
"1524","User1524","","Male","","Bottom","","Night","1"
"6193","User6193","","Female","Desktop","","Shopping","Afternoon","1"
"6100","User6100","","","Desktop","","Education","Night","1"
"8750","User8750","","Female","","Top","Social Media","","0"
"3352","User3352","","Female","Desktop","Side","","Night","1"
"7533","User7533","","Female","Tablet","Side","Shopping","Night","0"
"7544","User7544","","Female","Mobile","Top","News","Afternoon","1"
"2156","User2156","","Female","Tablet","","","Afternoon","1"
"1229","User1229","22","Female","Desktop","Bottom","Entertainment","Morning","0"
"4092","User4092","47","","Mobile","Top","Shopping","Night","0"
"9234","User9234","","Male","Desktop","","","Morning","1"
"9267","User9267","","","Desktop","Top","","","1"
"170","User170","64","","","Bottom","","Afternoon","0"
"323","User323","","Female","Desktop","Top","Education","Afternoon","0"
"8353","User8353","","","","Bottom","","Evening","1"
"4950","User4950","28","Male","Mobile","Side","","","1"
"2173","User2173","","","Mobile","","Shopping","Night","1"
"1650","User1650","","","Desktop","Bottom","","Morning","1"
"5217","User5217","","Female","Desktop","Side","Shopping","","0"
"4956","User4956","42","Male","Mobile","Bottom","Social Media","Morning","0"
"4228","User4228","","","","Side","","Morning","1"
"1401","User1401","34","","","Top","Shopping","","0"
"5085","User5085","","","Tablet","","News","Night","1"
"5526","User5526","20","","","Side","Education","Morning","0"
"674","User674","","","","Side","Entertainment","Evening","1"
"5514","User5514","31","","Desktop","Side","","Night","1"
"5647","User5647","","","Tablet","Side","","Morning","1"
"8924","User8924","36","","Tablet","Top","","Afternoon","0"
"4643","User4643","","","Desktop","Top","","Night","0"
"8491","User8491","40","","Mobile","Top","","Morning","0"
"8361","User8361","41","Female","","Side","News","Afternoon","1"
"8174","User8174","20","Female","Mobile","Bottom","","Afternoon","1"
"2339","User2339","","Female","Desktop","Top","","Afternoon","0"
"5748","User5748","","Male","Desktop","Side","Entertainment","Morning","1"
"228","User228","","","","Top","Social Media","","1"
"4701","User4701","34","","Tablet","Top","Shopping","","0"
"8666","User8666","57","Male","Desktop","Side","Entertainment","","0"
"3854","User3854","56","","Tablet","Bottom","","Afternoon","1"
"9146","User9146","58","","","Top","","Afternoon","1"
"5436","User5436","40","","Desktop","","","Afternoon","1"
"2428","User2428","33","","Tablet","Side","","Morning","1"
"9057","User9057","","","","Side","","Afternoon","1"
"805","User805","","","Desktop","Bottom","","Evening","1"
"6893","User6893","21","","Mobile","","Entertainment","","1"
"1562","User1562","51","","Mobile","Bottom","News","","0"
"9290","User9290","61","","","Bottom","Entertainment","Afternoon","1"
"2228","User2228","","Female","Desktop","","","Evening","0"
"6730","User6730","64","","Mobile","Bottom","","Night","0"
"6202","User6202","","Female","","Bottom","Shopping","Night","1"
"6886","User6886","43","Male","","Bottom","","Evening","1"
"8965","User8965","25","Female","Mobile","","Social Media","","1"
"8454","User8454","18","Female","Tablet","Side","","","0"
"3951","User3951","","","Desktop","","News","Night","0"
"5699","User5699","19","","","Top","","Morning","1"
"8252","User8252","","Male","Tablet","Side","","Night","1"
"6835","User6835","49","","Tablet","Side","Shopping","Afternoon","0"
"6193","User6193","29","Female","Desktop","","Shopping","Afternoon","1"
"5862","User5862","56","","Desktop","Side","News","Night","0"
"1635","User1635","54","Female","Tablet","","News","Evening","1"
"7856","User7856","63","Female","Desktop","Side","","Evening","0"
"7172","User7172","","","Tablet","Bottom","","Morning","0"
"5921","User5921","","","","Side","","Morning","1"
"2788","User2788","26","","","Bottom","Social Media","Night","0"
"7670","User7670","54","Female","Tablet","Top","Education","","1"
"8921","User8921","18","","Desktop","Top","Entertainment","Night","0"
"8947","User8947","22","Male","Desktop","","Entertainment","Night","1"
"1529","User1529","20","Female","Mobile","Top","","Afternoon","1"
"7322","User7322","","Female","Desktop","Bottom","Social Media","","1"
"7526","User7526","","","Tablet","","","","1"
"922","User922","48","","","Bottom","","Evening","0"
"9642","User9642","","","Mobile","Bottom","","Evening","1"
"4938","User4938","","Male","Desktop","","Social Media","Evening","1"
"3271","User3271","23","Male","Desktop","Top","Entertainment","Afternoon","0"
"7518","User7518","","","Desktop","Bottom","","Evening","1"
"8147","User8147","32","Female","Desktop","Top","","Night","1"
"8837","User8837","","","","Bottom","Social Media","","0"
"4361","User4361","29","Male","Tablet","Side","Education","","1"
"2735","User2735","30","Male","Mobile","Bottom","","Evening","0"
"2782","User2782","58","Female","Tablet","Bottom","","","0"
"6337","User6337","","","Mobile","Top","Social Media","","1"
"4228","User4228","","","Desktop","Side","","Morning","1"
"9892","User9892","","","","Side","","Evening","1"
"7498","User7498","","Male","Mobile","Side","Shopping","","1"
"1722","User1722","36","","Mobile","","Education","","0"
"1905","User1905","","","Mobile","Bottom","Education","Night","1"
"9107","User9107","62","","Mobile","","","Morning","0"
"6765","User6765","46","Female","Tablet","Side","Entertainment","Morning","1"
"7266","User7266","","","Tablet","Bottom","","Afternoon","1"
"4620","User4620","43","","","Side","Entertainment","Night","1"
"3854","User3854","56","","Tablet","","Social Media","Afternoon","1"
"5955","User5955","59","","Tablet","Side","","","1"
"5189","User5189","","Female","Desktop","","Education","Morning","0"
"9157","User9157","","","Mobile","Bottom","Entertainment","","1"
"9954","User9954","56","Male","Desktop","Side","Entertainment","","0"
"5276","User5276","42","","Tablet","","Shopping","Afternoon","1"
"3060","User3060","","Male","Tablet","Bottom","News","","1"
"8174","User8174","","","Mobile","Bottom","","Afternoon","1"
"6788","User6788","18","","Mobile","","","Night","0"
"6959","User6959","","Male","Desktop","","","Evening","1"
"68","User68","","","Tablet","Side","News","Evening","0"
"6202","User6202","","Female","Tablet","Bottom","","Night","1"
"3741","User3741","","Female","","","Social Media","Evening","0"
"5869","User5869","","","","","","Evening","0"
"8774","User8774","","","Desktop","Top","","Evening","0"
"412","User412","","","Tablet","","","Evening","1"
"1454","User1454","","Female","","Top","","","1"
"670","User670","22","","Desktop","Top","Shopping","Afternoon","1"
"4254","User4254","19","Male","Desktop","Bottom","","Afternoon","1"
"1178","User1178","","Male","Desktop","","","Evening","1"
"4057","User4057","","","Desktop","Side","","Evening","1"
"5489","User5489","","Male","","Bottom","Social Media","Evening","0"
"3915","User3915","","Female","","Side","","Evening","1"
"2272","User2272","52","","Tablet","Bottom","News","Morning","1"
"3118","User3118","57","Male","Mobile","Top","","Evening","1"
"3073","User3073","","Female","","Top","","Afternoon","0"
"2787","User2787","32","","Tablet","","News","Evening","0"
"6161","User6161","61","","Tablet","","","Afternoon","1"
"5193","User5193","","Female","Desktop","Side","Education","","1"
"9527","User9527","44","Male","Desktop","","News","Afternoon","0"
"3335","User3335","24","Male","Mobile","","Entertainment","Night","1"
"4969","User4969","62","Female","Tablet","Side","News","","0"
"1171","User1171","","Female","Mobile","","","Night","1"
"1919","User1919","","","Tablet","","Entertainment","Night","0"
"4429","User4429","34","","Mobile","","","Morning","1"
"4871","User4871","58","","Desktop","Side","","","1"
"8339","User8339","41","Female","Mobile","Side","Education","","0"
"9146","User9146","58","","","Top","","Afternoon","1"
"6413","User6413","","Female","Mobile","Top","Shopping","Night","0"
"9418","User9418","20","","Tablet","Side","News","","1"
"8277","User8277","44","Female","Desktop","","Social Media","","0"
"8606","User8606","28","Male","Mobile","Side","News","Night","0"
"5980","User5980","","Female","Desktop","Side","","Morning","1"
"6449","User6449","42","","Desktop","Top","","Night","1"
"9689","User9689","","","Desktop","Bottom","","","1"
"6979","User6979","62","","","","","Morning","0"
"1710","User1710","37","","Tablet","Side","","Afternoon","1"
"3330","User3330","49","Male","Desktop","Top","News","Afternoon","1"
"4021","User4021","","","","Side","","Morning","1"
"9516","User9516","28","Female","Desktop","Top","","Morning","1"
"4938","User4938","28","Male","Desktop","Side","Social Media","Evening","1"
"3045","User3045","","Male","Mobile","Bottom","","Afternoon","0"
"4848","User4848","","Female","Desktop","Bottom","","","1"
"7750","User7750","46","","Mobile","Side","Social Media","Morning","1"
"6980","User6980","62","","Desktop","Bottom","","Night","1"
"6893","User6893","21","","Mobile","Top","Entertainment","Evening","1"
"2076","User2076","18","Female","Mobile","Bottom","News","Morning","0"
"9397","User9397","19","","Tablet","Top","Entertainment","Evening","1"
"2804","User2804","","Female","Tablet","Bottom","Education","Evening","1"
"3245","User3245","40","","Desktop","Side","Shopping","","1"
"3299","User3299","44","","Tablet","Side","","","1"
"8522","User8522","","","Desktop","Side","Shopping","Evening","0"
"6862","User6862","","","Tablet","Side","Education","Afternoon","1"
"9013","User9013","","Male","","","","Night","0"
"4042","User4042","47","Female","","Bottom","News","Night","0"
"58","User58","36","Female","Mobile","Top","","Morning","1"
"6505","User6505","37","Female","Tablet","Side","","","0"
"4836","User4836","55","","Tablet","Side","","Evening","1"
"674","User674","","","Tablet","Side","","Evening","1"
"6116","User6116","","","Mobile","Side","Education","Evening","0"
"4015","User4015","44","Male","Tablet","Side","","Evening","1"
"8883","User8883","","Female","Mobile","Bottom","Education","Evening","1"
"1791","User1791","","","Tablet","Bottom","Education","Night","0"
"8253","User8253","57","","Desktop","Bottom","Entertainment","Night","1"
"4429","User4429","34","","Mobile","Top","Entertainment","Morning","1"
"1207","User1207","42","","Mobile","Bottom","Education","Evening","0"
"5386","User5386","57","","Mobile","","Education","Evening","0"
"3042","User3042","","","Mobile","Side","Social Media","Afternoon","1"
"9397","User9397","19","","","Top","Entertainment","Evening","1"
"6015","User6015","","Female","Desktop","Bottom","Education","Morning","0"
"2017","User2017","","Male","Tablet","Bottom","Shopping","Evening","1"
"1910","User1910","63","Male","Desktop","Side","Social Media","Night","1"
"277","User277","59","Male","Desktop","Top","Entertainment","Afternoon","1"
"742","User742","21","","Mobile","Bottom","Shopping","Morning","0"
"5968","User5968","","","Tablet","Side","","Evening","1"
"4411","User4411","49","Female","Desktop","","","Morning","0"
"1937","User1937","26","","Mobile","Side","","","0"
"7450","User7450","","","","Side","News","Night","1"
"8710","User8710","18","","Tablet","Top","","Night","0"
"8252","User8252","","Male","Tablet","Side","","Night","1"
"8120","User8120","34","Female","Mobile","Side","","Evening","0"
"7138","User7138","26","Male","Tablet","","","Night","1"
"4290","User4290","","","Tablet","Side","Shopping","Afternoon","0"
"7450","User7450","","","Desktop","Side","","Night","1"
"8056","User8056","25","","Mobile","Top","","Afternoon","0"
"2392","User2392","62","","Tablet","Side","News","","0"
"2865","User2865","","","Tablet","Bottom","Entertainment","Night","0"
"1741","User1741","","","","Bottom","","Night","1"
"393","User393","40","","Desktop","","","Morning","1"
"8994","User8994","34","Female","Mobile","Bottom","Entertainment","Morning","1"
"7962","User7962","","","Tablet","Top","","Afternoon","1"
"518","User518","29","Male","Tablet","Bottom","Shopping","Morning","1"
"9789","User9789","36","","Tablet","Side","","Morning","1"
"891","User891","43","Male","Tablet","Bottom","Social Media","Morning","0"
"6854","User6854","32","","Mobile","Bottom","","","1"
"2156","User2156","46","Female","Tablet","Side","","Afternoon","1"
"1948","User1948","57","Male","Mobile","Top","","Evening","0"
"5525","User5525","39","Female","Tablet","Bottom","","Morning","0"
"3323","User3323","48","Female","Tablet","Side","","Afternoon","1"
"2236","User2236","59","","Desktop","Bottom","","Evening","0"
"8530","User8530","52","Female","Mobile","Top","Social Media","","1"
"4348","User4348","62","Female","Desktop","","Shopping","Afternoon","1"
"7","User7","","Female","","Bottom","","Evening","1"
"2032","User2032","36","","Desktop","Bottom","Education","Morning","1"
"8252","User8252","","Male","","","","Night","1"
"9057","User9057","38","","Desktop","","","Afternoon","1"
"4592","User4592","","Male","Desktop","","","Night","0"
"6479","User6479","","Male","Tablet","Side","","","1"
"5439","User5439","38","","Tablet","Side","Social Media","Afternoon","1"
"1543","User1543","49","","Tablet","Top","","Morning","0"
"1529","User1529","20","Female","Mobile","Top","Entertainment","Afternoon","1"
"255","User255","","","Desktop","Bottom","","Night","1"
"5921","User5921","","","Desktop","Side","","","1"
"813","User813","","","Tablet","Top","Education","Morning","1"
"2017","User2017","","Male","Tablet","Bottom","Shopping","Evening","1"
"9990","User9990","25","Male","Desktop","","Education","Night","1"
"7041","User7041","40","","Tablet","","Shopping","Afternoon","0"
"9057","User9057","38","","Desktop","","","Afternoon","1"
"4361","User4361","29","","Tablet","","Education","Afternoon","1"
"9185","User9185","","","Mobile","","Shopping","Night","0"
"1587","User1587","45","Female","","Bottom","","Afternoon","0"
"79","User79","","Male","Mobile","","Entertainment","Morning","0"
"4086","User4086","","Female","Desktop","Top","Entertainment","","1"
"9057","User9057","38","","Desktop","Side","","","1"
"2542","User2542","58","","Mobile","","Entertainment","Evening","1"
"2499","User2499","50","","Tablet","Bottom","","","0"
"9977","User9977","57","Female","Mobile","Bottom","Social Media","","0"
"3854","User3854","56","","","Bottom","Social Media","Afternoon","1"
"3658","User3658","45","","Desktop","Side","","Night","1"
"3060","User3060","","Male","Tablet","Bottom","","Morning","1"
"7544","User7544","","Female","Mobile","Top","News","Afternoon","1"
"661","User661","33","","Mobile","Side","","Night","0"
"4539","User4539","54","","Mobile","","","Night","1"
"8800","User8800","","Female","Mobile","Bottom","","Evening","0"
"7249","User7249","","Female","Mobile","Top","","","0"
"119","User119","59","","Tablet","","","Night","1"
"9057","User9057","","","Desktop","Side","","Afternoon","1"
"5053","User5053","61","","Tablet","Side","Entertainment","Morning","1"
"58","User58","","Female","","Top","Shopping","Morning","1"
"255","User255","31","","Desktop","Bottom","Entertainment","Night","1"
"4348","User4348","","","Desktop","","","Afternoon","1"
"9239","User9239","","","","Top","","Afternoon","0"
"503","User503","43","","Desktop","Side","Social Media","Morning","1"
"9419","User9419","64","","Mobile","Side","Social Media","Afternoon","1"
"929","User929","24","","","Top","","Night","0"
"1520","User1520","","","Desktop","Top","Entertainment","","0"
"2917","User2917","","Male","Desktop","Top","Shopping","","0"
"1348","User1348","60","","","","","Afternoon","0"
"2094","User2094","","","Desktop","Bottom","News","Night","0"
"412","User412","","Male","Tablet","Top","News","Evening","1"
"9057","User9057","38","","","","","Afternoon","1"
"6328","User6328","","","Mobile","Side","","Morning","0"
"3481","User3481","22","","Mobile","Top","","Evening","0"
"393","User393","40","","Desktop","Bottom","Shopping","Morning","1"
"8326","User8326","23","Female","","","Entertainment","Evening","1"
"9888","User9888","49","Male","Mobile","","News","","1"
"5280","User5280","","","Desktop","Side","","Afternoon","0"
"487","User487","28","Male","Mobile","","","Afternoon","1"
"1136","User1136","58","","Mobile","Side","","","1"
"1524","User1524","24","Male","Mobile","Bottom","","Night","1"
"3746","User3746","","Male","Desktop","Top","","Morning","1"
"9064","User9064","41","Female","Mobile","Top","Entertainment","","1"
"3060","User3060","","Male","","","News","Morning","1"
"5495","User5495","","Male","Mobile","Bottom","News","Afternoon","1"
"3042","User3042","","","Mobile","Side","Social Media","Afternoon","1"
"2767","User2767","","","","Bottom","","Night","0"
"9064","User9064","","Female","Mobile","Top","Entertainment","","1"
"7941","User7941","","","Desktop","Bottom","","Afternoon","1"
"6153","User6153","30","","Mobile","Side","Entertainment","Night","1"
"2290","User2290","41","","Tablet","Top","","Evening","1"
"7006","User7006","41","Female","Desktop","Top","","Afternoon","0"
